,bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,venue,team1,4 wicket,5 wicket,dr11Score
17846,NL McCullum,3,26,0,1,9.0,2013-02-12,England,New Zealand,Seddon Park,New Zealand,0,0,29
17847,NL McCullum,4,32,0,0,8.0,2013-02-15,England,England,Westpac Stadium,New Zealand,0,0,4
17848,NL McCullum,3,37,0,1,12.0,2013-06-25,New Zealand,New Zealand,Kennington Oval,New Zealand,0,0,29
17849,NL McCullum,2,18,0,1,9.0,2013-11-06,New Zealand,New Zealand,Shere Bangla National Stadium,New Zealand,0,0,29
17850,NL McCullum,3,34,0,0,11.0,2013-11-21,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,New Zealand,0,0,4
17851,NL McCullum,4,24,0,4,6.0,2014-01-11,West Indies,New Zealand,Eden Park,New Zealand,1,0,112
17852,NL McCullum,4,17,0,1,4.0,2014-01-15,West Indies,New Zealand,Westpac Stadium,New Zealand,0,0,29
17853,NL McCullum,4,32,0,1,8.0,2014-03-22,New Zealand,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,29
17854,NL McCullum,4,24,0,1,6.0,2014-03-24,South Africa,South Africa,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,29
17855,NL McCullum,4,20,0,1,5.0,2014-03-29,New Zealand,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,29
17856,NL McCullum,2,8,0,1,4.0,2014-03-31,Sri Lanka,Sri Lanka,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,29
17857,NL McCullum,4,26,0,1,6.0,2014-12-04,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,29
17858,NL McCullum,3,16,0,0,5.0,2014-12-05,Pakistan,New Zealand,Dubai International Cricket Stadium,New Zealand,0,0,4
17859,NL McCullum,4,46,0,0,12.0,2015-06-23,New Zealand,England,Old Trafford,New Zealand,0,0,4
17860,NL McCullum,4,25,0,1,6.0,2015-08-09,New Zealand,New Zealand,Harare Sports Club,New Zealand,0,0,29
17861,NL McCullum,4,34,0,0,8.0,2015-08-14,New Zealand,South Africa,Kingsmead,New Zealand,0,0,4
17862,NL McCullum,4,31,0,2,8.0,2015-08-16,New Zealand,New Zealand,SuperSport Park,New Zealand,0,0,54
17863,NL McCullum,3,15,0,2,5.0,2016-03-15,New Zealand,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",New Zealand,0,0,54
17864,NL McCullum,2,6,0,1,3.0,2016-03-26,New Zealand,New Zealand,Eden Gardens,New Zealand,0,0,29
17865,PA Hitchcock,3,43,0,2,14.0,2008-02-07,England,England,Jade Stadium,New Zealand,0,0,54
17866,RH Candy,4,14,0,1,4.0,2012-02-22,England,England,Eden Park,New Zealand,0,0,29
17867,RJ Nicol,1,9,0,0,9.0,2010-05-23,Sri Lanka,Sri Lanka,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,4
17868,RJ Nicol,1,11,0,0,11.0,2011-10-17,New Zealand,New Zealand,Harare Sports Club,New Zealand,0,0,4
17869,RJ Nicol,1,9,0,0,9.0,2012-02-11,Zimbabwe,New Zealand,Eden Park,New Zealand,0,0,4
17870,RJ Nicol,1,5,0,0,5.0,2012-02-14,Zimbabwe,New Zealand,Seddon Park,New Zealand,0,0,4
17871,RJ Nicol,1,3,0,0,3.0,2012-02-17,South Africa,New Zealand,Westpac Stadium,New Zealand,0,0,4
17872,RJ Nicol,1,10,0,1,10.0,2012-02-19,South Africa,South Africa,Seddon Park,New Zealand,0,0,29
17873,RJ Nicol,3,20,0,3,7.0,2012-02-22,South Africa,South Africa,Eden Park,New Zealand,0,0,79
17874,RJ Nicol,2,24,0,0,12.0,2012-06-30,West Indies,West Indies,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,4
17875,RJ Nicol,2,11,0,1,6.0,2012-07-01,West Indies,West Indies,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,29
17876,RJ Nicol,3,29,0,0,10.0,2012-09-29,New Zealand,England,Pallekele International Cricket Stadium,New Zealand,0,0,4
17877,RJ Nicol,1,11,0,0,11.0,2012-12-21,New Zealand,South Africa,Kingsmead,New Zealand,0,0,4
17878,RJ Nicol,1,7,0,0,7.0,2012-12-23,New Zealand,New Zealand,Buffalo Park,New Zealand,0,0,4
17879,RJ Nicol,2,18,0,1,9.0,2013-11-21,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,New Zealand,0,0,29
17880,RM Hira,4,22,0,1,6.0,2012-02-11,Zimbabwe,New Zealand,Eden Park,New Zealand,0,0,29
17881,RM Hira,3,31,0,1,10.0,2012-02-14,Zimbabwe,New Zealand,Seddon Park,New Zealand,0,0,29
17882,RM Hira,2,12,0,1,6.0,2012-02-17,South Africa,New Zealand,Westpac Stadium,New Zealand,0,0,29
17883,RM Hira,4,34,0,0,8.0,2012-02-19,South Africa,South Africa,Seddon Park,New Zealand,0,0,4
17884,RM Hira,2,20,0,0,10.0,2012-02-22,South Africa,South Africa,Eden Park,New Zealand,0,0,4
17885,RM Hira,2,22,0,0,11.0,2012-06-30,West Indies,West Indies,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,4
17886,RM Hira,2,20,0,0,10.0,2012-09-11,New Zealand,New Zealand,"MA Chidambaram Stadium, Chepauk",New Zealand,0,0,4
17887,RM Hira,4,24,0,1,6.0,2012-10-01,West Indies,0,Pallekele International Cricket Stadium,New Zealand,0,0,29
17888,RM Hira,3,15,0,1,5.0,2012-12-21,New Zealand,South Africa,Kingsmead,New Zealand,0,0,29
17889,RM Hira,4,37,0,1,9.0,2012-12-23,New Zealand,New Zealand,Buffalo Park,New Zealand,0,0,29
17890,RM Hira,4,24,1,1,6.0,2012-12-26,New Zealand,South Africa,St George's Park,New Zealand,0,0,37
17891,RM Hira,4,42,0,2,10.0,2013-02-09,England,England,Eden Park,New Zealand,0,0,54
17892,RM Hira,4,34,0,1,8.0,2013-06-25,New Zealand,New Zealand,Kennington Oval,New Zealand,0,0,29
17893,SB Styris,4,33,0,2,8.0,2006-02-16,West Indies,0,Eden Park,New Zealand,0,0,54
17894,SB Styris,3,16,0,1,5.0,2007-09-15,Sri Lanka,Sri Lanka,New Wanderers Stadium,New Zealand,0,0,29
17895,SB Styris,3,25,0,1,8.0,2007-09-16,New Zealand,New Zealand,New Wanderers Stadium,New Zealand,0,0,29
17896,SB Styris,2,19,0,0,10.0,2007-09-18,New Zealand,New Zealand,Kingsmead,New Zealand,0,0,4
17897,SB Styris,3,14,0,1,5.0,2007-09-22,Pakistan,Pakistan,Newlands,New Zealand,0,0,29
17898,SB Styris,1,4,0,1,4.0,2007-11-23,New Zealand,South Africa,New Wanderers Stadium,New Zealand,0,0,29
17899,SB Styris,1,14,0,0,14.0,2007-12-11,New Zealand,Australia,Western Australia Cricket Association Ground,New Zealand,0,0,4
17900,SB Styris,3,25,0,1,8.0,2008-02-07,England,England,Jade Stadium,New Zealand,0,0,29
17901,SB Styris,2,20,0,0,10.0,2008-06-13,New Zealand,England,Old Trafford,New Zealand,0,0,4
17902,SB Styris,2,10,0,1,5.0,2009-06-09,South Africa,South Africa,Lord's,New Zealand,0,0,29
17903,SB Styris,3,29,0,1,10.0,2009-06-11,New Zealand,New Zealand,Trent Bridge,New Zealand,0,0,29
17904,SB Styris,1,9,0,0,9.0,2009-06-16,Sri Lanka,Sri Lanka,Trent Bridge,New Zealand,0,0,4
17905,SB Styris,4,32,0,1,8.0,2009-11-12,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,29
17906,SB Styris,2,19,0,0,10.0,2009-11-13,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,4
17907,SB Styris,2,13,0,1,6.0,2010-04-30,Sri Lanka,New Zealand,Providence Stadium,New Zealand,0,0,29
17908,SB Styris,2,5,0,3,2.0,2010-05-04,Zimbabwe,New Zealand,Providence Stadium,New Zealand,0,0,79
17909,SB Styris,2,14,0,0,7.0,2010-05-06,South Africa,South Africa,"Kensington Oval, Bridgetown",New Zealand,0,0,4
17910,SB Styris,3,16,0,2,5.0,2010-05-10,New Zealand,England,"Beausejour Stadium, Gros Islet",New Zealand,0,0,54
17911,SB Styris,3,10,0,3,3.0,2010-05-22,Sri Lanka,New Zealand,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,79
17912,SB Styris,4,18,0,1,4.0,2010-12-26,Pakistan,New Zealand,Eden Park,New Zealand,0,0,29
17913,SB Styris,1,4,0,0,4.0,2010-12-30,Pakistan,Pakistan,AMI Stadium,New Zealand,0,0,4
17914,SE Bond,3,25,0,2,8.0,2005-10-21,New Zealand,New Zealand,New Wanderers Stadium,New Zealand,0,0,54
17915,SE Bond,4,15,0,2,4.0,2006-02-16,West Indies,0,Eden Park,New Zealand,0,0,54
17916,SE Bond,3,24,0,1,8.0,2006-12-22,Sri Lanka,Sri Lanka,Westpac Stadium,New Zealand,0,0,29
17917,SE Bond,4,12,1,2,3.0,2007-09-12,New Zealand,New Zealand,Kingsmead,New Zealand,0,0,62
17918,SE Bond,4,45,0,0,11.0,2007-09-15,Sri Lanka,Sri Lanka,New Wanderers Stadium,New Zealand,0,0,4
17919,SE Bond,4,39,0,1,10.0,2007-09-16,New Zealand,New Zealand,New Wanderers Stadium,New Zealand,0,0,29
17920,SE Bond,4,20,0,3,5.0,2007-09-18,New Zealand,New Zealand,Kingsmead,New Zealand,0,0,79
17921,SE Bond,4,31,0,1,8.0,2007-09-19,New Zealand,South Africa,Kingsmead,New Zealand,0,0,29
17922,SE Bond,4,33,0,1,8.0,2007-09-22,Pakistan,Pakistan,Newlands,New Zealand,0,0,29
17923,SE Bond,4,27,0,0,7.0,2009-09-02,New Zealand,New Zealand,R Premadasa Stadium,New Zealand,0,0,4
17924,SE Bond,4,18,0,3,4.0,2009-09-04,New Zealand,New Zealand,R Premadasa Stadium,New Zealand,0,0,79
17925,SE Bond,4,17,1,2,4.0,2009-11-12,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,62
17926,SE Bond,4,33,0,0,8.0,2009-11-13,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,4
17927,SE Bond,4,32,0,2,8.0,2010-02-26,Australia,Australia,Westpac Stadium,New Zealand,0,0,54
17928,SE Bond,4,27,0,1,7.0,2010-02-28,Australia,0,AMI Stadium,New Zealand,0,0,29
17929,SE Bond,4,35,0,2,9.0,2010-04-30,Sri Lanka,New Zealand,Providence Stadium,New Zealand,0,0,54
17930,SE Bond,3,20,0,0,7.0,2010-05-04,Zimbabwe,New Zealand,Providence Stadium,New Zealand,0,0,4
17931,SE Bond,4,33,0,1,8.0,2010-05-06,South Africa,South Africa,"Kensington Oval, Bridgetown",New Zealand,0,0,29
17932,SE Bond,4,28,0,1,7.0,2010-05-08,Pakistan,New Zealand,"Kensington Oval, Bridgetown",New Zealand,0,0,29
17933,SE Bond,4,29,0,2,7.0,2010-05-10,New Zealand,England,"Beausejour Stadium, Gros Islet",New Zealand,0,0,54
17934,SEA Ruck,4,18,0,2,4.0,2009-06-18,New Zealand,New Zealand,Trent Bridge,New Zealand,0,0,54
17935,SEA Ruck,3,18,0,1,6.0,2010-05-16,New Zealand,Australia,"Kensington Oval, Bridgetown",New Zealand,0,0,29
17936,SEA Ruck,4,27,0,2,7.0,2010-12-30,Australia,Australia,Saxton Oval,New Zealand,0,0,54
17937,SEA Ruck,4,15,0,2,4.0,2012-02-17,England,England,Westpac Stadium,New Zealand,0,0,54
17938,SEA Ruck,3,17,0,0,6.0,2012-09-26,West Indies,West Indies,Galle International Stadium,New Zealand,0,0,4
17939,SEA Ruck,3,11,0,0,4.0,2012-09-28,South Africa,New Zealand,Galle International Stadium,New Zealand,0,0,4
17940,SEA Ruck,4,23,0,2,6.0,2012-09-30,New Zealand,New Zealand,Galle International Stadium,New Zealand,0,0,54
17941,SEA Ruck,4,22,0,2,6.0,2012-10-04,New Zealand,England,R Premadasa Stadium,New Zealand,0,0,54
17942,SFM Devine,4,17,0,2,4.0,2009-06-18,New Zealand,New Zealand,Trent Bridge,New Zealand,0,0,54
17943,SFM Devine,3,12,0,0,4.0,2010-05-14,New Zealand,New Zealand,"Beausejour Stadium, Gros Islet",New Zealand,0,0,4
17944,SFM Devine,3,21,0,2,7.0,2010-05-16,New Zealand,Australia,"Kensington Oval, Bridgetown",New Zealand,0,0,54
17945,SFM Devine,3,18,0,1,6.0,2012-09-26,West Indies,West Indies,Galle International Stadium,New Zealand,0,0,29
17946,SFM Devine,3,25,0,2,8.0,2012-09-28,South Africa,New Zealand,Galle International Stadium,New Zealand,0,0,54
17947,SFM Devine,1,7,0,0,7.0,2012-09-30,New Zealand,New Zealand,Galle International Stadium,New Zealand,0,0,4
17948,SFM Devine,0,1,0,0,inf,2012-10-04,New Zealand,England,R Premadasa Stadium,New Zealand,0,0,4
17949,SFM Devine,4,26,0,3,6.0,2014-03-31,South Africa,South Africa,Sylhet Stadium,New Zealand,0,0,79
17950,SFM Devine,4,31,0,1,8.0,2014-04-02,Sri Lanka,New Zealand,Sylhet Stadium,New Zealand,0,0,29
17951,SFM Devine,2,13,0,1,6.0,2016-03-15,Sri Lanka,New Zealand,Feroz Shah Kotla,New Zealand,0,0,29
17952,SFM Devine,4,19,0,1,5.0,2016-03-18,New Zealand,New Zealand,"Punjab Cricket Association IS Bindra Stadium, Mohali",New Zealand,0,0,29
17953,SFM Devine,4,25,0,1,6.0,2016-03-21,New Zealand,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",New Zealand,0,0,29
17954,SFM Devine,3,16,0,3,5.0,2016-03-26,South Africa,New Zealand,M Chinnaswamy Stadium,New Zealand,0,0,79
17955,SFM Devine,4,22,0,5,6.0,2016-03-31,West Indies,West Indies,Wankhede Stadium,New Zealand,1,1,153
17956,SFM Devine,1,9,0,0,9.0,2016-11-21,Pakistan,New Zealand,Saxton Oval,New Zealand,0,0,4
17957,SW Bates,4,20,0,1,5.0,2009-06-18,New Zealand,New Zealand,Trent Bridge,New Zealand,0,0,29
17958,SW Bates,1,6,0,0,6.0,2010-05-14,New Zealand,New Zealand,"Beausejour Stadium, Gros Islet",New Zealand,0,0,4
17959,SW Bates,3,14,0,0,5.0,2010-12-30,Australia,Australia,Saxton Oval,New Zealand,0,0,4
17960,SW Bates,1,14,0,0,14.0,2012-02-19,England,England,Seddon Park,New Zealand,0,0,4
17961,SW Bates,1,8,0,0,8.0,2012-09-28,South Africa,New Zealand,Galle International Stadium,New Zealand,0,0,4
17962,SW Bates,2,21,0,1,10.0,2014-03-23,New Zealand,New Zealand,Sylhet Stadium,New Zealand,0,0,29
17963,SW Bates,4,20,0,2,5.0,2014-03-25,New Zealand,New Zealand,Sylhet Stadium,New Zealand,0,0,54
17964,SW Bates,3,18,0,1,6.0,2014-03-27,Pakistan,New Zealand,Sylhet Stadium,New Zealand,0,0,29
17965,SW Bates,4,24,0,1,6.0,2014-03-31,South Africa,South Africa,Sylhet Stadium,New Zealand,0,0,29
17966,SW Bates,1,8,0,1,8.0,2014-04-02,Sri Lanka,New Zealand,Sylhet Stadium,New Zealand,0,0,29
17967,SW Bates,2,13,0,1,6.0,2016-03-15,Sri Lanka,New Zealand,Feroz Shah Kotla,New Zealand,0,0,29
17968,SW Bates,1,13,0,0,13.0,2016-03-21,New Zealand,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",New Zealand,0,0,4
17969,SW Bates,2,12,0,1,6.0,2016-03-26,South Africa,New Zealand,M Chinnaswamy Stadium,New Zealand,0,0,29
17970,SW Bates,2,21,0,0,10.0,2016-03-31,West Indies,West Indies,Wankhede Stadium,New Zealand,0,0,4
17971,SW Bates,3,14,0,0,5.0,2016-11-21,Pakistan,New Zealand,Saxton Oval,New Zealand,0,0,4
17972,SW Bates,4,25,0,1,6.0,2017-02-17,New Zealand,Australia,Melbourne Cricket Ground,New Zealand,0,0,29
17973,SW Bates,2,6,0,0,3.0,2017-02-19,New Zealand,New Zealand,"Simonds Stadium, South Geelong",New Zealand,0,0,4
17974,SW Bates,2,9,0,1,4.0,2017-02-22,New Zealand,New Zealand,Adelaide Oval,New Zealand,0,0,29
17975,TA Boult,4,40,0,2,10.0,2013-02-09,England,England,Eden Park,New Zealand,0,0,54
17976,TA Boult,4,40,0,0,10.0,2013-02-12,England,New Zealand,Seddon Park,New Zealand,0,0,4
17977,TA Boult,2,20,0,0,10.0,2013-02-15,England,England,Westpac Stadium,New Zealand,0,0,4
17978,TA Boult,4,25,0,1,6.0,2014-03-29,New Zealand,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,29
17979,TA Boult,4,20,0,3,5.0,2014-03-31,Sri Lanka,Sri Lanka,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,79
17980,TA Boult,4,28,0,2,7.0,2014-07-05,New Zealand,New Zealand,"Windsor Park, Roseau",New Zealand,0,0,54
17981,TA Boult,4,22,1,2,6.0,2014-07-06,New Zealand,West Indies,"Windsor Park, Roseau",New Zealand,0,0,62
17982,TA Boult,4,21,0,3,5.0,2016-01-07,Sri Lanka,New Zealand,Bay Oval,New Zealand,0,0,79
17983,TA Boult,4,36,0,0,9.0,2016-01-10,Sri Lanka,New Zealand,Eden Park,New Zealand,0,0,4
17984,TA Boult,4,42,0,1,10.0,2016-01-15,Pakistan,Pakistan,Eden Park,New Zealand,0,0,29
17985,TA Boult,3,32,0,1,11.0,2016-01-22,Pakistan,New Zealand,Westpac Stadium,New Zealand,0,0,29
17986,TA Boult,3,28,0,1,9.0,2017-01-06,Bangladesh,New Zealand,Bay Oval,New Zealand,0,0,29
17987,TA Boult,4,48,0,2,12.0,2017-01-08,Bangladesh,New Zealand,Bay Oval,New Zealand,0,0,54
17988,TA Boult,4,8,0,2,2.0,2017-02-17,South Africa,South Africa,Eden Park,New Zealand,0,0,54
17989,TD Astle,3,28,0,0,9.0,2016-01-15,Pakistan,Pakistan,Eden Park,New Zealand,0,0,4
17990,TD Astle,1,13,0,0,13.0,2016-01-17,Pakistan,New Zealand,Seddon Park,New Zealand,0,0,4
17991,TG Southee,4,38,0,1,10.0,2008-02-05,England,England,Eden Park,New Zealand,0,0,29
17992,TG Southee,4,22,0,2,6.0,2008-02-07,England,England,Jade Stadium,New Zealand,0,0,54
17993,TG Southee,4,39,0,2,10.0,2008-12-26,West Indies,0,Eden Park,New Zealand,0,0,54
17994,TG Southee,4,44,0,1,11.0,2008-12-28,West Indies,New Zealand,Seddon Park,New Zealand,0,0,29
17995,TG Southee,4,31,0,2,8.0,2009-02-15,New Zealand,Australia,Sydney Cricket Ground,New Zealand,0,0,54
17996,TG Southee,4,42,0,1,10.0,2009-02-25,India,New Zealand,AMI Stadium,New Zealand,0,0,29
17997,TG Southee,4,36,0,1,9.0,2009-02-27,India,New Zealand,Westpac Stadium,New Zealand,0,0,29
17998,TG Southee,4,28,0,3,7.0,2009-11-12,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,79
17999,TG Southee,4,31,0,0,8.0,2009-11-13,Pakistan,Pakistan,Dubai International Cricket Stadium,New Zealand,0,0,4
18000,TG Southee,2,15,0,0,8.0,2010-02-03,Bangladesh,New Zealand,Seddon Park,New Zealand,0,0,4
18001,TG Southee,4,44,0,1,11.0,2010-02-28,Australia,0,AMI Stadium,New Zealand,0,0,29
18002,TG Southee,4,21,0,1,5.0,2010-04-30,Sri Lanka,New Zealand,Providence Stadium,New Zealand,0,0,29
18003,TG Southee,2,18,0,1,9.0,2010-05-04,Zimbabwe,New Zealand,Providence Stadium,New Zealand,0,0,29
18004,TG Southee,3,39,0,1,13.0,2010-05-06,South Africa,South Africa,"Kensington Oval, Bridgetown",New Zealand,0,0,29
18005,TG Southee,3,10,0,1,3.0,2010-05-22,Sri Lanka,New Zealand,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,29
18006,TG Southee,1,15,0,0,15.0,2010-05-23,Sri Lanka,Sri Lanka,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,4
18007,TG Southee,4,18,1,5,4.0,2010-12-26,Pakistan,New Zealand,Eden Park,New Zealand,1,1,161
18008,TG Southee,4,26,0,2,6.0,2010-12-28,Pakistan,New Zealand,Seddon Park,New Zealand,0,0,54
18009,TG Southee,4,53,0,1,13.0,2010-12-30,Pakistan,Pakistan,AMI Stadium,New Zealand,0,0,29
18010,TG Southee,4,35,0,0,9.0,2012-02-14,Zimbabwe,New Zealand,Seddon Park,New Zealand,0,0,4
18011,TG Southee,4,28,0,3,7.0,2012-02-17,South Africa,New Zealand,Westpac Stadium,New Zealand,0,0,79
18012,TG Southee,4,40,0,0,10.0,2012-02-19,South Africa,South Africa,Seddon Park,New Zealand,0,0,4
18013,TG Southee,4,22,0,2,6.0,2012-02-22,South Africa,South Africa,Eden Park,New Zealand,0,0,54
18014,TG Southee,4,35,0,0,9.0,2012-06-30,West Indies,West Indies,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,4
18015,TG Southee,4,43,0,1,11.0,2012-07-01,West Indies,West Indies,Central Broward Regional Park Stadium Turf Ground,New Zealand,0,0,29
18016,TG Southee,4,16,1,3,4.0,2012-09-21,New Zealand,New Zealand,Pallekele International Cricket Stadium,New Zealand,0,0,87
18017,TG Southee,4,31,0,2,8.0,2012-09-23,Pakistan,Pakistan,Pallekele International Cricket Stadium,New Zealand,0,0,54
18018,TG Southee,4,44,0,1,11.0,2012-09-27,New Zealand,0,Pallekele International Cricket Stadium,New Zealand,0,0,29
18019,TG Southee,2,32,0,0,16.0,2012-09-29,New Zealand,England,Pallekele International Cricket Stadium,New Zealand,0,0,4
18020,TG Southee,4,21,0,3,5.0,2012-10-01,West Indies,0,Pallekele International Cricket Stadium,New Zealand,0,0,79
18021,TG Southee,4,38,0,3,10.0,2013-11-06,New Zealand,New Zealand,Shere Bangla National Stadium,New Zealand,0,0,79
18022,TG Southee,4,36,0,0,9.0,2014-01-11,West Indies,New Zealand,Eden Park,New Zealand,0,0,4
18023,TG Southee,4,46,0,1,12.0,2014-03-22,New Zealand,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,29
18024,TG Southee,4,46,0,2,12.0,2014-03-24,South Africa,South Africa,Zahur Ahmed Chowdhury Stadium,New Zealand,0,0,54
18025,TG Southee,4,20,0,3,5.0,2014-07-05,New Zealand,New Zealand,"Windsor Park, Roseau",New Zealand,0,0,79
18026,TG Southee,4,34,0,1,8.0,2014-07-06,New Zealand,West Indies,"Windsor Park, Roseau",New Zealand,0,0,29
18027,TG Southee,4,45,0,1,11.0,2015-06-23,New Zealand,England,Old Trafford,New Zealand,0,0,29
18028,TG Southee,4,47,0,1,12.0,2017-02-17,South Africa,South Africa,Eden Park,New Zealand,0,0,29
18029,TMM Newton,3,25,0,3,8.0,2016-11-21,Pakistan,New Zealand,Saxton Oval,New Zealand,0,0,79
18030,AV Lalcheta,4,13,1,1,3.0,2015-11-21,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,37
18031,AV Lalcheta,4,17,0,1,4.0,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,29
18032,AV Lalcheta,4,31,0,0,8.0,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,4
18033,AV Lalcheta,4,29,0,1,7.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,29
18034,AV Lalcheta,4,35,0,0,9.0,2015-11-30,Oman,Afghanistan,Sheikh Zayed Stadium,Oman,0,0,4
18035,AV Lalcheta,4,29,0,1,7.0,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,29
18036,AV Lalcheta,3,43,0,1,14.0,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,0,0,29
18037,AV Lalcheta,4,24,1,0,6.0,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,12
18038,AV Lalcheta,3,35,0,1,12.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,29
18039,AV Lalcheta,2,23,0,0,12.0,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,4
18040,AV Lalcheta,4,23,0,0,6.0,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,4
18041,AV Lalcheta,2,17,0,0,8.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,4
18042,Aamir Kaleem,2,20,0,0,10.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,4
18043,Aamir Kaleem,1,11,0,0,11.0,2015-11-30,Oman,Afghanistan,Sheikh Zayed Stadium,Oman,0,0,4
18044,Aamir Kaleem,3,27,0,1,9.0,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,29
18045,Aamir Kaleem,3,21,0,0,7.0,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,0,0,4
18046,Aamir Kaleem,4,36,0,4,9.0,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,1,0,112
18047,Aamir Kaleem,4,27,0,1,7.0,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,29
18048,Aamir Kaleem,1,15,0,0,15.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18049,Amir Ali,2,13,0,0,6.0,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,4
18050,Amir Ali,1,6,0,1,6.0,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,29
18051,Amir Ali,1,11,0,0,11.0,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,0,0,4
18052,Amir Ali,1,9,0,0,9.0,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18053,Amir Ali,4,28,0,0,7.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18054,Bilal Khan,4,29,0,3,7.0,2015-11-21,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,79
18055,Bilal Khan,3,21,0,0,7.0,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,4
18056,Bilal Khan,3,20,0,4,7.0,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,1,0,112
18057,Bilal Khan,3,23,0,0,8.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,4
18058,Bilal Khan,4,24,0,2,6.0,2015-11-30,Oman,Afghanistan,Sheikh Zayed Stadium,Oman,0,0,54
18059,Bilal Khan,4,28,0,1,7.0,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,29
18060,Bilal Khan,4,33,0,3,8.0,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,0,0,79
18061,Bilal Khan,3,30,0,0,10.0,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,0,0,4
18062,Bilal Khan,4,32,0,0,8.0,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18063,Bilal Khan,4,16,0,0,4.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18064,Bilal Khan,3,33,0,2,11.0,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,54
18065,Bilal Khan,4,18,0,3,4.0,2017-01-16,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,79
