,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,venue,team1,50s,100s,ducks,dr11Score
3641,Mandeep Singh,16.0,12.0,3.0,0.0,133.33333333333331,R Vinay Kumar,['KB Arun Karthik'],caught,Mandeep Singh,2013-05-06,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,23.0
3642,Mandeep Singh,0.0,3.0,0.0,0.0,0.0,A Chandila,0,caught and bowled,Mandeep Singh,2013-05-09,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,1,2.0
3643,Mandeep Singh,0.0,2.0,0.0,0.0,0.0,DW Steyn,['CL White'],caught,Mandeep Singh,2013-05-11,Sunrisers Hyderabad,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,1,2.0
3644,Mandeep Singh,1.0,5.0,0.0,0.0,20.0,R Dhawan,['KA Pollard'],caught,Mandeep Singh,2013-05-18,Mumbai Indians,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,5.0
3645,Mandeep Singh,3.0,8.0,0.0,0.0,37.5,MM Sharma,['IC Pandey'],caught,Mandeep Singh,2014-05-07,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,Kings XI Punjab,0,0,0,7.0
3646,Mandeep Singh,21.0,17.0,3.0,0.0,123.52941176470587,HV Patel,['JA Morkel'],caught,Mandeep Singh,2014-05-09,Kings XI Punjab,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,0,0,0,28.0
3647,Mandeep Singh,0.0,3.0,0.0,0.0,0.0,M Morkel,['RV Uthappa'],caught,Mandeep Singh,2014-05-11,Kolkata Knight Riders,Kolkata Knight Riders,Barabati Stadium,Kings XI Punjab,0,0,1,2.0
3648,N Saini,14.0,12.0,1.0,0.0,116.66666666666669,Z Khan,0,bowled,N Saini,2012-04-20,Royal Challengers Bangalore,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,19.0
3649,N Saini,30.0,25.0,5.0,0.0,120.0,PP Ojha,0,lbw,N Saini,2012-04-22,Kings XI Punjab,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,0,0,0,39.0
3650,N Saini,17.0,22.0,2.0,0.0,77.27272727272727,CJ McKay,['MM Patel'],caught,N Saini,2012-04-25,Mumbai Indians,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,23.0
3651,N Saini,6.0,4.0,1.0,0.0,150.0,DJ Bravo,['MS Dhoni'],run out,Bipul Sharma,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,0,0,0,11.0
3652,N Saini,6.0,4.0,1.0,0.0,150.0,KMDN Kulasekara,0,caught and bowled,N Saini,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,0,0,0,11.0
3653,N Saini,50.0,36.0,5.0,0.0,138.88888888888889,AB McDonald,['DL Vettori'],caught,N Saini,2012-05-02,Kings XI Punjab,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,1,0,0,67.0
3654,N Saini,2.0,10.0,0.0,0.0,20.0,SW Tait,0,caught and bowled,N Saini,2012-05-05,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,6.0
3655,N Saini,2.0,4.0,0.0,0.0,50.0,A Ashish Reddy,0,lbw,N Saini,2012-05-08,Kings XI Punjab,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0,0,0,6.0
3656,N Saini,3.0,11.0,0.0,0.0,27.27272727272727,DT Christian,['KC Sangakkara'],caught,N Saini,2012-05-13,Deccan Chargers,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,7.0
3657,N Saini,15.0,15.0,2.0,0.0,100.0,UT Yadav,['V Sehwag'],caught,N Saini,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,0,0,0,21.0
3658,N Saini,1.0,4.0,0.0,0.0,25.0,DJ Bravo,['MS Dhoni'],caught,N Saini,2012-05-17,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,5.0
3659,NJ Rimmington,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-04-10,Kings XI Punjab,Pune Warriors,Dr DY Patil Sports Academy,Kings XI Punjab,0,0,0,5.0
3660,NLTC Perera,9.0,8.0,0.0,1.0,112.5,AD Russell,['MK Pandey'],caught,NLTC Perera,2015-04-18,Kolkata Knight Riders,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Kings XI Punjab,0,0,0,15.0
3661,NLTC Perera,3.0,7.0,0.0,0.0,42.857142857142854,NM Coulter-Nile,['SS Tiwary'],caught,NLTC Perera,2015-05-01,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,0,0,0,7.0
3662,NS Naik,22.0,30.0,1.0,0.0,73.33333333333333,Mustafizur Rahman,['MC Henriques'],caught,NS Naik,2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0,0,0,27.0
3663,NS Naik,1.0,3.0,0.0,0.0,33.33333333333333,JJ Bumrah,0,bowled,NS Naik,2016-04-25,Mumbai Indians,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,0,0,0,5.0
3664,P Awana,4.0,5.0,0.0,0.0,80.0,notOut,notOut,notOut,notOut,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,0,0,0,8.0
3665,P Awana,1.0,5.0,0.0,0.0,20.0,DP Nannes,['MS Dhoni'],run out,P Kumar,2013-04-10,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,5.0
3666,P Awana,0.0,1.0,0.0,0.0,0.0,JP Faulkner,['SV Samson'],caught,P Awana,2013-04-14,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,0,0,1,2.0
3667,P Awana,0.0,2.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2013-04-29,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,0,0,1,2.0
3668,P Awana,0.0,1.0,0.0,0.0,0.0,DJG Sammy,['I Sharma'],caught,P Awana,2013-05-11,Sunrisers Hyderabad,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,1,2.0
3669,P Dogra,6.0,11.0,0.0,0.0,54.54545454545454,R Bhatia,"['G Gambhir', 'R Bhatia']",run out,DJ Hussey,2012-04-15,Kings XI Punjab,Kings XI Punjab,Eden Gardens,Kings XI Punjab,0,0,0,10.0
3670,P Dogra,6.0,11.0,0.0,0.0,54.54545454545454,R Bhatia,['DB Das'],caught,P Dogra,2012-04-15,Kings XI Punjab,Kings XI Punjab,Eden Gardens,Kings XI Punjab,0,0,0,10.0
3671,P Dogra,6.0,9.0,0.0,0.0,66.66666666666666,R Bhatia,"['BB McCullum', 'MS Bisla']",run out,DJ Hussey,2012-04-18,Kolkata Knight Riders,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,10.0
3672,P Dogra,6.0,9.0,0.0,0.0,66.66666666666666,SP Narine,['JH Kallis'],caught,P Dogra,2012-04-18,Kolkata Knight Riders,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,10.0
3673,P Dogra,3.0,5.0,0.0,0.0,60.0,Z Khan,['V Kohli'],run out,AM Nayar,2012-05-02,Kings XI Punjab,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,0,0,0,7.0
3674,P Kumar,3.0,6.0,0.0,0.0,50.0,WD Parnell,['RV Uthappa'],caught,P Kumar,2011-04-10,Kings XI Punjab,Pune Warriors,Dr DY Patil Sports Academy,Kings XI Punjab,0,0,0,7.0
3675,P Kumar,2.0,2.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-04-30,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,0,0,0,6.0
3676,P Kumar,2.0,3.0,0.0,0.0,66.66666666666666,notOut,notOut,notOut,notOut,2011-05-02,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,0,0,0,6.0
3677,P Kumar,15.0,8.0,2.0,1.0,187.5,notOut,notOut,notOut,notOut,2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,0,0,0,23.0
3678,P Kumar,3.0,5.0,0.0,0.0,60.0,notOut,notOut,notOut,notOut,2011-05-08,Pune Warriors,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,7.0
3679,P Kumar,2.0,2.0,0.0,0.0,100.0,SL Malinga,0,bowled,P Kumar,2011-05-10,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,6.0
3680,P Kumar,0.0,7.0,0.0,0.0,0.0,A Mishra,0,bowled,P Kumar,2011-05-21,Deccan Chargers,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,1,2.0
3681,P Kumar,10.0,6.0,0.0,1.0,166.66666666666669,A Singh,"['KK Cooper', 'SP Goswami']",run out,P Kumar,2012-04-06,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,0,0,0,16.0
3682,P Kumar,1.0,2.0,0.0,0.0,50.0,notOut,notOut,notOut,notOut,2012-04-08,Kings XI Punjab,Pune Warriors,Subrata Roy Sahara Stadium,Kings XI Punjab,0,0,0,5.0
3683,P Kumar,0.0,1.0,0.0,0.0,0.0,SP Narine,0,bowled,P Kumar,2012-04-15,Kings XI Punjab,Kings XI Punjab,Eden Gardens,Kings XI Punjab,0,0,1,2.0
3684,P Kumar,6.0,6.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,0,0,0,10.0
3685,P Kumar,7.0,9.0,1.0,0.0,77.7777777777778,notOut,notOut,notOut,notOut,2012-05-05,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,12.0
3686,P Kumar,8.0,6.0,1.0,0.0,133.33333333333331,notOut,notOut,notOut,notOut,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,0,0,0,13.0
3687,P Kumar,3.0,2.0,0.0,0.0,150.0,notOut,notOut,notOut,notOut,2012-05-19,Delhi Daredevils,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,7.0
3688,P Kumar,3.0,5.0,0.0,0.0,60.0,notOut,notOut,notOut,notOut,2013-04-10,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,7.0
3689,P Kumar,15.0,8.0,2.0,1.0,187.5,JP Faulkner,['SV Samson'],run out,P Kumar,2013-04-14,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,0,0,0,23.0
3690,P Kumar,1.0,2.0,0.0,0.0,50.0,JH Kallis,['YK Pathan'],caught,P Kumar,2013-04-16,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,5.0
3691,P Kumar,3.0,6.0,0.0,0.0,50.0,notOut,notOut,notOut,notOut,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0,0,0,7.0
3692,P Kumar,24.0,16.0,1.0,2.0,150.0,DS Kulkarni,['SR Tendulkar'],caught,P Kumar,2013-04-29,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,0,0,0,33.0
3693,P Kumar,1.0,3.0,0.0,0.0,33.33333333333333,DW Steyn,0,bowled,P Kumar,2013-05-11,Sunrisers Hyderabad,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,5.0
3694,P Kumar,0.0,1.0,0.0,0.0,0.0,SL Malinga,0,bowled,P Kumar,2013-05-18,Mumbai Indians,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,1,2.0
3695,P Sahu,18.0,12.0,1.0,1.0,150.0,notOut,notOut,notOut,notOut,2016-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,0,0,0,25.0
3696,P Sahu,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2016-04-19,Kolkata Knight Riders,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,0,0,0,5.0
3697,PC Valthaty,6.0,6.0,1.0,0.0,100.0,AC Thomas,['JD Ryder'],caught,PC Valthaty,2011-04-10,Kings XI Punjab,Pune Warriors,Dr DY Patil Sports Academy,Kings XI Punjab,0,0,0,11.0
3698,PC Valthaty,120.0,64.0,19.0,2.0,187.5,notOut,notOut,notOut,notOut,2011-04-13,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1,1,0,171.0
3699,PC Valthaty,75.0,49.0,8.0,5.0,153.0612244897959,A Mishra,['I Sharma'],caught,PC Valthaty,2011-04-16,Kings XI Punjab,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1,0,0,105.0
3700,PC Valthaty,46.0,32.0,4.0,3.0,143.75,SK Warne,['SW Tait'],caught,PC Valthaty,2011-04-21,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,60.0
3701,PC Valthaty,14.0,10.0,0.0,2.0,140.0,IK Pathan,['Y Nagar'],caught,PC Valthaty,2011-04-23,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,0,0,0,22.0
3702,PC Valthaty,7.0,8.0,1.0,0.0,87.5,YK Pathan,['MK Tiwary'],caught,PC Valthaty,2011-04-30,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,0,0,0,12.0
3703,PC Valthaty,33.0,39.0,1.0,2.0,84.61538461538461,A Symonds,['KA Pollard'],caught,PC Valthaty,2011-05-02,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,0,0,0,42.0
3704,PC Valthaty,21.0,18.0,4.0,0.0,116.66666666666669,CH Gayle,['A Mithun'],caught,PC Valthaty,2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,0,0,0,29.0
3705,PC Valthaty,23.0,22.0,4.0,0.0,104.54545454545456,R Sharma,['B Kumar'],caught,PC Valthaty,2011-05-08,Pune Warriors,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,31.0
3706,PC Valthaty,14.0,15.0,3.0,0.0,93.33333333333331,MM Patel,['AC Blizzard'],caught,PC Valthaty,2011-05-10,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,21.0
3707,PC Valthaty,17.0,10.0,1.0,2.0,170.0,RP Singh,0,bowled,PC Valthaty,2011-05-13,Kings XI Punjab,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,0,0,0,26.0
3708,PC Valthaty,62.0,54.0,7.0,3.0,114.8148148148148,IK Pathan,0,bowled,PC Valthaty,2011-05-15,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,1,0,0,87.0
3709,PC Valthaty,20.0,18.0,2.0,1.0,111.11111111111113,CK Langeveldt,['SS Tiwary'],caught,PC Valthaty,2011-05-17,Royal Challengers Bangalore,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,28.0
3710,PC Valthaty,5.0,6.0,1.0,0.0,83.33333333333334,DW Steyn,['Anand Rajan'],caught,PC Valthaty,2011-05-21,Deccan Chargers,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,10.0
3711,PC Valthaty,13.0,15.0,2.0,0.0,86.66666666666669,KK Cooper,['A Singh'],caught,PC Valthaty,2012-04-06,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,0,0,0,19.0
3712,PC Valthaty,1.0,5.0,0.0,0.0,20.0,AB Dinda,"['SPD Smith', 'M Kartik']",run out,PC Valthaty,2012-04-08,Kings XI Punjab,Pune Warriors,Subrata Roy Sahara Stadium,Kings XI Punjab,0,0,0,5.0
3713,PC Valthaty,0.0,1.0,0.0,0.0,0.0,AB Dinda,0,bowled,PC Valthaty,2012-04-12,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,1,2.0
3714,PC Valthaty,8.0,9.0,1.0,0.0,88.8888888888889,B Lee,['MS Bisla'],caught,PC Valthaty,2012-04-18,Kolkata Knight Riders,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,13.0
3715,PC Valthaty,6.0,12.0,1.0,0.0,50.0,Z Khan,['AB de Villiers'],caught,PC Valthaty,2012-04-20,Royal Challengers Bangalore,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,11.0
3716,PC Valthaty,2.0,10.0,0.0,0.0,20.0,M Morkel,['IK Pathan'],caught,PC Valthaty,2012-05-19,Delhi Daredevils,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,6.0
3717,PC Valthaty,6.0,17.0,0.0,0.0,35.29411764705883,KV Sharma,['NLTC Perera'],caught,PC Valthaty,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0,0,0,10.0
3718,PP Chawla,24.0,11.0,4.0,0.0,218.18181818181816,notOut,notOut,notOut,notOut,2008-04-21,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,0,0,0,32.0
3719,PP Chawla,0.0,1.0,0.0,0.0,0.0,Harbhajan Singh,0,lbw,PP Chawla,2008-04-25,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,1,2.0
3720,PP Chawla,21.0,7.0,3.0,1.0,300.0,notOut,notOut,notOut,notOut,2008-05-03,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,30.0
3721,PP Chawla,17.0,16.0,1.0,1.0,106.25,L Balaji,['CK Kapugedera'],caught,PP Chawla,2008-05-10,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,0,0,0,24.0
3722,PP Chawla,16.0,10.0,1.0,1.0,160.0,notOut,notOut,notOut,notOut,2008-05-23,Deccan Chargers,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,23.0
3723,PP Chawla,0.0,1.0,0.0,0.0,0.0,Umar Gul,0,bowled,PP Chawla,2008-05-25,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,0,0,1,2.0
3724,PP Chawla,12.0,15.0,1.0,0.0,80.0,M Muralitharan,0,bowled,PP Chawla,2008-05-31,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,Kings XI Punjab,0,0,0,17.0
3725,PP Chawla,3.0,7.0,0.0,0.0,42.857142857142854,notOut,notOut,notOut,notOut,2009-04-21,Kolkata Knight Riders,Kolkata Knight Riders,Kingsmead,Kings XI Punjab,0,0,0,7.0
3726,PP Chawla,6.0,7.0,1.0,0.0,85.71428571428571,notOut,notOut,notOut,notOut,2009-04-26,Rajasthan Royals,Kings XI Punjab,Newlands,Kings XI Punjab,0,0,0,11.0
3727,PP Chawla,0.0,2.0,0.0,0.0,0.0,SL Malinga,0,bowled,PP Chawla,2009-04-29,Mumbai Indians,Kings XI Punjab,Kingsmead,Kings XI Punjab,0,0,1,2.0
3728,PP Chawla,3.0,4.0,0.0,0.0,75.0,P Kumar,0,bowled,PP Chawla,2009-05-01,Kings XI Punjab,Royal Challengers Bangalore,Kingsmead,Kings XI Punjab,0,0,0,7.0
3729,PP Chawla,6.0,7.0,1.0,0.0,85.71428571428571,SK Warne,['RA Jadeja'],caught,PP Chawla,2009-05-05,Rajasthan Royals,Rajasthan Royals,Kingsmead,Kings XI Punjab,0,0,0,11.0
3730,PP Chawla,8.0,6.0,1.0,0.0,133.33333333333331,notOut,notOut,notOut,notOut,2009-05-09,Kings XI Punjab,Kings XI Punjab,De Beers Diamond Oval,Kings XI Punjab,0,0,0,13.0
3731,PP Chawla,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2009-05-17,Kings XI Punjab,Kings XI Punjab,New Wanderers Stadium,Kings XI Punjab,0,0,0,5.0
3732,PP Chawla,4.0,5.0,0.0,0.0,80.0,notOut,notOut,notOut,notOut,2009-05-20,Kings XI Punjab,Chennai Super Kings,Kingsmead,Kings XI Punjab,0,0,0,8.0
3733,PP Chawla,5.0,7.0,0.0,0.0,71.42857142857143,DP Nannes,['MF Maharoof'],caught,PP Chawla,2010-03-13,Delhi Daredevils,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,9.0
3734,PP Chawla,9.0,13.0,1.0,0.0,69.23076923076923,RP Singh,['PP Ojha'],caught,PP Chawla,2010-03-19,Kings XI Punjab,Deccan Chargers,Barabati Stadium,Kings XI Punjab,0,0,0,14.0
3735,PP Chawla,8.0,4.0,2.0,0.0,200.0,notOut,notOut,notOut,notOut,2010-03-21,Kings XI Punjab,0,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,0,0,0,14.0
3736,PP Chawla,8.0,8.0,1.0,0.0,100.0,YK Pathan,['SW Tait'],caught,PP Chawla,2010-03-24,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,13.0
3737,PP Chawla,22.0,15.0,3.0,0.0,146.66666666666666,R McLaren,['R McLaren'],run out,PP Chawla,2010-03-30,Kings XI Punjab,Mumbai Indians,Brabourne Stadium,Kings XI Punjab,0,0,0,29.0
3738,PP Chawla,10.0,16.0,0.0,0.0,62.5,SK Trivedi,['AA Jhunjhunwala'],caught,PP Chawla,2010-04-07,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,0,0,0,14.0
3739,PP Chawla,15.0,28.0,0.0,0.0,53.57142857142857,SB Wagh,['RV Uthappa'],caught,PP Chawla,2011-04-10,Kings XI Punjab,Pune Warriors,Dr DY Patil Sports Academy,Kings XI Punjab,0,0,0,19.0
3740,PP Chawla,4.0,3.0,1.0,0.0,133.33333333333331,SW Tait,0,bowled,PP Chawla,2011-04-21,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,0,0,9.0
3741,PP Chawla,10.0,10.0,1.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-05-02,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,0,0,0,15.0
3742,PP Chawla,5.0,6.0,0.0,0.0,83.33333333333334,CH Gayle,0,bowled,PP Chawla,2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,0,0,0,9.0
3743,PP Chawla,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-05-15,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,5.0
3744,PP Chawla,13.0,7.0,0.0,2.0,185.7142857142857,Anand Rajan,['Anand Rajan'],run out,BA Bhatt,2011-05-21,Deccan Chargers,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,0,0,21.0
