,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,venue,team1,50s,100s,ducks,dr11Score
15976,Zeeshan Maqsood,17.0,13.0,1.0,1.0,130.76923076923077,Haseeb Amjad,['Nizakat Khan'],caught,Zeeshan Maqsood,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,0,24.0
15977,Zeeshan Maqsood,52.0,43.0,5.0,2.0,120.93023255813951,Amir Hamza,['Mohammad Shahzad'],stumped,Zeeshan Maqsood,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,1,0,0,73.0
15978,Zeeshan Maqsood,46.0,44.0,5.0,1.0,104.54545454545456,Rohan Mustafa,['Muhammad Kaleem'],caught,Zeeshan Maqsood,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,0,0,0,57.0
15979,Zeeshan Maqsood,38.0,33.0,6.0,0.0,115.15151515151516,KJ O'Brien,0,bowled,Zeeshan Maqsood,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,0,48.0
15980,Zeeshan Maqsood,0.0,3.0,0.0,0.0,0.0,Taskin Ahmed,['Mahmudullah'],caught,Zeeshan Maqsood,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,1,2.0
15981,Zeeshan Maqsood,34.0,31.0,5.0,0.0,109.67741935483869,notOut,notOut,notOut,notOut,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,0,43.0
15982,Zeeshan Maqsood,15.0,18.0,3.0,0.0,83.33333333333334,Aizaz Khan,['C Carter'],caught,Zeeshan Maqsood,2017-01-16,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,0,22.0
15983,Zeeshan Maqsood,17.0,23.0,3.0,0.0,73.91304347826086,MRJ Watt,['CS MacLeod'],caught,Zeeshan Maqsood,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,0,24.0
15984,Zeeshan Maqsood,33.0,41.0,2.0,1.0,80.4878048780488,Amir Hamza,"['Nawroz Mangal', 'Mohammad Shahzad']",run out,Zeeshan Maqsood,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,0,41.0
15985,Zeeshan Siddiqui,18.0,16.0,3.0,0.0,112.5,Dawlat Zadran,['Asghar Stanikzai'],caught,Zeeshan Siddiqui,2015-07-25,Oman,Afghanistan,Clontarf Cricket Club Ground,Oman,0,0,0,25.0
15986,Zeeshan Siddiqui,33.0,33.0,4.0,0.0,100.0,notOut,notOut,notOut,notOut,2015-11-21,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,0,41.0
15987,Zeeshan Siddiqui,5.0,9.0,0.0,0.0,55.555555555555564,Qadeer Ahmed,['SP Patil'],caught,Zeeshan Siddiqui,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,0,9.0
15988,Zeeshan Siddiqui,2.0,3.0,0.0,0.0,66.66666666666666,Aizaz Khan,0,caught and bowled,Zeeshan Siddiqui,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,0,6.0
15989,Abdul Razzaq,17.0,8.0,4.0,0.0,212.5,notOut,notOut,notOut,notOut,2006-08-28,Pakistan,Pakistan,County Ground,Pakistan,0,0,0,25.0
15990,Abdul Razzaq,5.0,8.0,0.0,0.0,62.5,DL Vettori,['PD McGlashan'],caught,Abdul Razzaq,2009-06-13,Pakistan,Pakistan,Kennington Oval,Pakistan,0,0,0,9.0
15991,Abdul Razzaq,15.0,9.0,0.0,1.0,166.66666666666669,notOut,notOut,notOut,notOut,2009-06-15,Pakistan,Pakistan,Kennington Oval,Pakistan,0,0,0,21.0
15992,Abdul Razzaq,12.0,15.0,0.0,0.0,80.0,notOut,notOut,notOut,notOut,2009-06-18,South Africa,Pakistan,Trent Bridge,Pakistan,0,0,0,16.0
15993,Abdul Razzaq,25.0,17.0,3.0,0.0,147.05882352941177,notOut,notOut,notOut,notOut,2009-08-12,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,0,32.0
15994,Abdul Razzaq,26.0,15.0,3.0,1.0,173.33333333333337,notOut,notOut,notOut,notOut,2009-11-12,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,0,35.0
15995,Abdul Razzaq,0.0,1.0,0.0,0.0,0.0,JEC Franklin,['BJ Watling'],caught,Abdul Razzaq,2009-11-13,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,1,2.0
15996,Abdul Razzaq,22.0,15.0,1.0,1.0,146.66666666666666,TT Bresnan,['SCJ Broad'],caught,Abdul Razzaq,2010-02-19,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,0,29.0
15997,Abdul Razzaq,46.0,18.0,0.0,5.0,255.55555555555557,notOut,notOut,notOut,notOut,2010-02-20,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,0,60.0
15998,Abdul Razzaq,6.0,5.0,0.0,0.0,120.0,notOut,notOut,notOut,notOut,2010-05-01,Pakistan,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,10.0
15999,Abdul Razzaq,1.0,2.0,0.0,0.0,50.0,DP Nannes,['DA Warner'],caught,Abdul Razzaq,2010-05-02,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,5.0
16000,Abdul Razzaq,10.0,12.0,0.0,1.0,83.33333333333334,RJ Sidebottom,['TT Bresnan'],caught,Abdul Razzaq,2010-05-06,Pakistan,England,"Kensington Oval, Bridgetown",Pakistan,0,0,0,16.0
16001,Abdul Razzaq,29.0,31.0,1.0,3.0,93.54838709677419,NL McCullum,['LRPL Taylor'],caught,Abdul Razzaq,2010-05-08,Pakistan,New Zealand,"Kensington Oval, Bridgetown",Pakistan,0,0,0,40.0
16002,Abdul Razzaq,11.0,10.0,0.0,0.0,110.0,notOut,notOut,notOut,notOut,2010-05-10,South Africa,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,15.0
16003,Abdul Razzaq,12.0,10.0,0.0,1.0,120.0,SW Tait,"['BJ Haddin', 'SW Tait']",run out,Abdul Razzaq,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,18.0
16004,Abdul Razzaq,7.0,11.0,0.0,0.0,63.63636363636363,SW Tait,0,bowled,Abdul Razzaq,2010-07-05,Pakistan,Pakistan,Edgbaston,Pakistan,0,0,0,11.0
16005,Abdul Razzaq,3.0,3.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2010-07-06,Pakistan,Pakistan,Edgbaston,Pakistan,0,0,0,7.0
16006,Abdul Razzaq,11.0,21.0,1.0,0.0,52.38095238095239,RJ Sidebottom,['MH Yardy'],caught,Abdul Razzaq,2010-09-07,Pakistan,England,Sophia Gardens,Pakistan,0,0,0,16.0
16007,Abdul Razzaq,4.0,6.0,0.0,0.0,66.66666666666666,J Botha,0,bowled,Abdul Razzaq,2010-10-26,South Africa,South Africa,Sheikh Zayed Stadium,Pakistan,0,0,0,8.0
16008,Abdul Razzaq,25.0,31.0,0.0,2.0,80.64516129032258,JA Morkel,['J Theron'],caught,Abdul Razzaq,2010-10-27,South Africa,South Africa,Sheikh Zayed Stadium,Pakistan,0,0,0,33.0
16009,Abdul Razzaq,1.0,5.0,0.0,0.0,20.0,TG Southee,['PD McGlashan'],caught,Abdul Razzaq,2010-12-26,Pakistan,New Zealand,Eden Park,Pakistan,0,0,0,5.0
16010,Abdul Razzaq,14.0,8.0,0.0,2.0,175.0,NL McCullum,['PD McGlashan'],caught,Abdul Razzaq,2010-12-28,Pakistan,New Zealand,Seddon Park,Pakistan,0,0,0,22.0
16011,Abdul Razzaq,34.0,11.0,3.0,3.0,309.09090909090907,notOut,notOut,notOut,notOut,2010-12-30,Pakistan,Pakistan,AMI Stadium,Pakistan,0,0,0,47.0
16012,Abdul Razzaq,2.0,2.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-09-07,Pakistan,0,Dubai International Cricket Stadium,Pakistan,0,0,0,6.0
16013,Abdul Razzaq,13.0,29.0,1.0,0.0,44.82758620689656,GJ Maxwell,"['GB Hogg', 'MS Wade']",run out,Umar Gul,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,0,0,0,18.0
16014,Abdul Razzaq,13.0,29.0,1.0,0.0,44.82758620689656,PJ Cummins,['DJ Hussey (sub)'],caught,Abdul Razzaq,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,0,0,0,18.0
16015,Abdul Razzaq,22.0,18.0,2.0,1.0,122.22222222222223,PJ Cummins,['SR Watson'],caught,Abdul Razzaq,2012-10-02,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,0,30.0
16016,Abdul Razzaq,10.0,17.0,1.0,0.0,58.82352941176471,R McLaren,['DA Miller'],caught,Abdul Razzaq,2013-11-13,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,0,15.0
16017,Abdul Razzaq,0.0,1.0,0.0,0.0,0.0,Imran Tahir,0,bowled,Abdul Razzaq,2013-11-15,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,1,2.0
16018,Abdur Rehman,2.0,3.0,0.0,0.0,66.66666666666666,IG Butler,['MJ Guptill'],caught,Abdur Rehman,2010-05-08,Pakistan,New Zealand,"Kensington Oval, Bridgetown",Pakistan,0,0,0,6.0
16019,Abdur Rehman,2.0,1.0,0.0,0.0,200.0,notOut,notOut,notOut,notOut,2010-05-10,South Africa,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,6.0
16020,Abdur Rehman,7.0,8.0,0.0,0.0,87.5,D Bishoo,0,bowled,Abdur Rehman,2011-04-21,Pakistan,West Indies,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,11.0
16021,Abdur Rehman,7.0,12.0,0.0,0.0,58.33333333333334,DW Steyn,['Q de Kock'],run out,Umar Akmal,2013-11-13,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,0,11.0
16022,Ahmed Shehzad,4.0,14.0,1.0,0.0,28.57142857142857,B Lee,['B Laughlin (sub)'],caught,Ahmed Shehzad,2009-05-07,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,0,9.0
16023,Ahmed Shehzad,4.0,8.0,0.0,0.0,50.0,AD Mascarenhas,['PD Collingwood'],caught,Ahmed Shehzad,2009-06-07,Pakistan,England,Kennington Oval,Pakistan,0,0,0,8.0
16024,Ahmed Shehzad,14.0,7.0,2.0,1.0,200.0,TG Southee,['PD McGlashan'],caught,Ahmed Shehzad,2010-12-26,Pakistan,New Zealand,Eden Park,Pakistan,0,0,0,22.0
16025,Ahmed Shehzad,15.0,14.0,2.0,0.0,107.14285714285714,IG Butler,['SB Styris'],caught,Ahmed Shehzad,2010-12-28,Pakistan,New Zealand,Seddon Park,Pakistan,0,0,0,21.0
16026,Ahmed Shehzad,54.0,34.0,10.0,0.0,158.82352941176467,JEC Franklin,0,lbw,Ahmed Shehzad,2010-12-30,Pakistan,Pakistan,AMI Stadium,Pakistan,1,0,0,76.0
16027,Ahmed Shehzad,12.0,15.0,2.0,0.0,80.0,R Rampaul,['CD Barnwell'],caught,Ahmed Shehzad,2011-04-21,Pakistan,West Indies,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,18.0
16028,Ahmed Shehzad,36.0,45.0,3.0,1.0,80.0,SMSM Senanayake,"['TM Dilshan', 'KC Sangakkara']",run out,Sohail Tanvir,2012-06-01,Pakistan,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,0,0,0,45.0
16029,Ahmed Shehzad,36.0,45.0,3.0,1.0,80.0,SMSM Senanayake,0,bowled,Ahmed Shehzad,2012-06-01,Pakistan,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,0,0,0,45.0
16030,Ahmed Shehzad,6.0,6.0,1.0,0.0,100.0,KMDN Kulasekara,0,lbw,Ahmed Shehzad,2012-06-03,Pakistan,Pakistan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,0,0,0,11.0
16031,Ahmed Shehzad,5.0,7.0,1.0,0.0,71.42857142857143,B Kumar,['MS Dhoni'],caught,Ahmed Shehzad,2012-12-25,Pakistan,Pakistan,M Chinnaswamy Stadium,Pakistan,0,0,0,10.0
16032,Ahmed Shehzad,31.0,29.0,3.0,1.0,106.89655172413792,Yuvraj Singh,['MS Dhoni'],stumped,Ahmed Shehzad,2012-12-28,Pakistan,India,"Sardar Patel Stadium, Motera",Pakistan,0,0,0,40.0
16033,Ahmed Shehzad,46.0,26.0,6.0,2.0,176.9230769230769,JL Ontong,"['CH Morris', 'JL Ontong']",run out,Ahmed Shehzad,2013-03-03,Pakistan,Pakistan,SuperSport Park,Pakistan,0,0,0,60.0
16034,Ahmed Shehzad,3.0,6.0,0.0,0.0,50.0,S Badree,['KA Pollard'],caught,Ahmed Shehzad,2013-07-27,Pakistan,Pakistan,"Arnos Vale Ground, Kingstown",Pakistan,0,0,0,7.0
16035,Ahmed Shehzad,44.0,47.0,4.0,2.0,93.61702127659576,KA Pollard,['LMP Simmons'],caught,Ahmed Shehzad,2013-07-28,Pakistan,Pakistan,"Arnos Vale Ground, Kingstown",Pakistan,0,0,0,56.0
16036,Ahmed Shehzad,70.0,51.0,6.0,1.0,137.2549019607843,SW Masakadza,['MN Waller'],caught,Ahmed Shehzad,2013-08-23,Pakistan,Pakistan,Harare Sports Club,Pakistan,1,0,0,90.0
16037,Ahmed Shehzad,98.0,65.0,6.0,6.0,150.76923076923075,notOut,notOut,notOut,notOut,2013-08-24,Pakistan,Pakistan,Harare Sports Club,Pakistan,1,0,0,128.0
16038,Ahmed Shehzad,0.0,5.0,0.0,0.0,0.0,LL Tsotsobe,['HM Amla'],caught,Ahmed Shehzad,2013-11-13,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,1,2.0
16039,Ahmed Shehzad,21.0,14.0,3.0,0.0,150.0,WD Parnell,['R McLaren'],caught,Ahmed Shehzad,2013-11-15,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,0,28.0
16040,Ahmed Shehzad,9.0,11.0,2.0,0.0,81.81818181818183,LL Tsotsobe,0,bowled,Ahmed Shehzad,2013-11-20,Pakistan,South Africa,New Wanderers Stadium,Pakistan,0,0,0,15.0
16041,Ahmed Shehzad,9.0,11.0,0.0,1.0,81.81818181818183,WD Parnell,['HM Amla'],caught,Ahmed Shehzad,2013-11-22,Pakistan,Pakistan,Newlands,Pakistan,0,0,0,15.0
16042,Ahmed Shehzad,35.0,39.0,6.0,0.0,89.74358974358975,Samiullah Shenwari,['Gulbadin Naib'],caught,Ahmed Shehzad,2013-12-08,Pakistan,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,0,45.0
16043,Ahmed Shehzad,4.0,9.0,0.0,0.0,44.444444444444436,SMSM Senanayake,['HDRL Thirimanne'],caught,Ahmed Shehzad,2013-12-11,Sri Lanka,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,0,8.0
16044,Ahmed Shehzad,8.0,10.0,1.0,0.0,80.0,SMSM Senanayake,['KDK Vithanage (sub)'],caught,Ahmed Shehzad,2013-12-13,Sri Lanka,Sri Lanka,Dubai International Cricket Stadium,Pakistan,0,0,0,13.0
16045,Ahmed Shehzad,22.0,18.0,2.0,0.0,122.22222222222223,A Mishra,['MS Dhoni'],stumped,Ahmed Shehzad,2014-03-21,Pakistan,India,Shere Bangla National Stadium,Pakistan,0,0,0,28.0
16046,Ahmed Shehzad,5.0,5.0,1.0,0.0,100.0,DE Bollinger,0,caught and bowled,Ahmed Shehzad,2014-03-23,Pakistan,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,0,10.0
16047,Ahmed Shehzad,111.0,66.0,10.0,5.0,168.1818181818182,notOut,notOut,notOut,notOut,2014-03-30,Pakistan,Pakistan,Shere Bangla National Stadium,Pakistan,1,1,0,159.0
16048,Ahmed Shehzad,0.0,1.0,0.0,0.0,0.0,K Santokie,0,lbw,Ahmed Shehzad,2014-04-01,West Indies,West Indies,Shere Bangla National Stadium,Pakistan,0,0,1,2.0
16049,Ahmed Shehzad,10.0,21.0,2.0,0.0,47.61904761904761,CJ Boyce,['AJ Finch'],caught,Ahmed Shehzad,2014-10-05,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,0,0,0,16.0
16050,Ahmed Shehzad,33.0,36.0,1.0,0.0,91.66666666666666,DL Vettori,0,bowled,Ahmed Shehzad,2014-12-05,Pakistan,New Zealand,Dubai International Cricket Stadium,Pakistan,0,0,0,38.0
16051,Ahmed Shehzad,17.0,31.0,2.0,0.0,54.838709677419345,Taskin Ahmed,['Mashrafe Mortaza'],caught,Ahmed Shehzad,2015-04-24,Pakistan,Bangladesh,Shere Bangla National Stadium,Pakistan,0,0,0,23.0
16052,Ahmed Shehzad,55.0,39.0,6.0,1.0,141.02564102564102,SC Williams,['R Mutumbami'],caught,Ahmed Shehzad,2015-05-22,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,1,0,0,75.0
16053,Ahmed Shehzad,18.0,17.0,3.0,0.0,105.88235294117649,BV Vitori,['V Sibanda'],caught,Ahmed Shehzad,2015-05-24,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,0,0,0,25.0
16054,Ahmed Shehzad,46.0,39.0,4.0,0.0,117.94871794871796,NLTC Perera,['SL Malinga'],caught,Ahmed Shehzad,2015-07-30,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,0,54.0
16055,Ahmed Shehzad,7.0,8.0,1.0,0.0,87.5,B Fernando,0,bowled,Ahmed Shehzad,2015-08-01,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,0,12.0
16056,Ahmed Shehzad,17.0,19.0,3.0,0.0,89.47368421052632,CJ Chibhabha,0,bowled,Ahmed Shehzad,2015-09-27,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,0,24.0
16057,Ahmed Shehzad,7.0,9.0,1.0,0.0,77.7777777777778,T Panyangara,['AG Cremer'],caught,Ahmed Shehzad,2015-09-29,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,0,12.0
16058,Ahmed Shehzad,28.0,20.0,2.0,2.0,140.0,SD Parry,['JC Buttler'],stumped,Ahmed Shehzad,2015-11-27,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,0,38.0
16059,Ahmed Shehzad,4.0,6.0,1.0,0.0,66.66666666666666,DJ Willey,0,bowled,Ahmed Shehzad,2015-11-30,Pakistan,0,Sharjah Cricket Stadium,Pakistan,0,0,0,9.0
16060,Ahmed Shehzad,16.0,16.0,2.0,1.0,100.0,AF Milne,['GD Elliott'],caught,Ahmed Shehzad,2016-01-15,Pakistan,Pakistan,Eden Park,Pakistan,0,0,0,24.0
16061,Ahmed Shehzad,9.0,8.0,1.0,0.0,112.5,CJ Anderson,['KS Williamson'],caught,Ahmed Shehzad,2016-01-17,Pakistan,New Zealand,Seddon Park,Pakistan,0,0,0,14.0
16062,Ahmed Shehzad,8.0,6.0,1.0,0.0,133.33333333333331,CJ Anderson,['TA Boult'],caught,Ahmed Shehzad,2016-01-22,Pakistan,New Zealand,Westpac Stadium,Pakistan,0,0,0,13.0
16063,Ahmed Shehzad,52.0,39.0,8.0,0.0,133.33333333333331,Sabbir Rahman,['Mahmudullah'],caught,Ahmed Shehzad,2016-03-16,Pakistan,Pakistan,Eden Gardens,Pakistan,1,0,0,72.0
16064,Ahmed Shehzad,30.0,34.0,3.0,0.0,88.23529411764706,MJ Santner,['MJ Guptill'],caught,Ahmed Shehzad,2016-03-22,Pakistan,New Zealand,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pakistan,0,0,0,37.0
16065,Ahmed Shehzad,1.0,6.0,0.0,0.0,16.666666666666664,JR Hazlewood,['NM Coulter-Nile'],caught,Ahmed Shehzad,2016-03-25,Pakistan,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pakistan,0,0,0,5.0
16066,Ahmed Shehzad,13.0,13.0,2.0,0.0,100.0,JO Holder,['CAK Walton'],caught,Ahmed Shehzad,2017-03-26,Pakistan,Pakistan,"Kensington Oval, Bridgetown",Pakistan,0,0,0,19.0
16067,Ahmed Shehzad,14.0,15.0,1.0,0.0,93.33333333333331,SP Narine,['CR Brathwaite'],caught,Ahmed Shehzad,2017-03-30,Pakistan,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,0,0,0,19.0
16068,Ahmed Shehzad,4.0,2.0,1.0,0.0,200.0,S Badree,0,bowled,Ahmed Shehzad,2017-04-01,Pakistan,West Indies,"Queen's Park Oval, Port of Spain",Pakistan,0,0,0,9.0
16069,Ahmed Shehzad,53.0,47.0,6.0,1.0,112.76595744680849,KOK Williams,0,bowled,Ahmed Shehzad,2017-04-02,Pakistan,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,1,0,0,73.0
16070,Aiman Anwer,6.0,15.0,0.0,0.0,40.0,S Ecclestone,0,bowled,Aiman Anwer,2016-07-05,Pakistan,England,The Rose Bowl,Pakistan,0,0,0,10.0
16071,Aiman Anwer,5.0,5.0,1.0,0.0,100.0,HC Knight,['DN Wyatt'],caught,Aiman Anwer,2016-07-07,Pakistan,England,County Ground,Pakistan,0,0,0,10.0
16072,Aizaz Cheema,0.0,3.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2012-02-25,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,1,2.0
16073,Aliya Riaz,1.0,6.0,0.0,0.0,16.666666666666664,JL Jonassen,['JL Hunter'],run out,Aliya Riaz,2014-08-30,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,0,5.0
16074,Aliya Riaz,7.0,15.0,1.0,0.0,46.66666666666666,SJ Coyte,['AJ Healy'],stumped,Aliya Riaz,2014-08-31,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,0,12.0
16075,Aliya Riaz,1.0,10.0,0.0,0.0,10.0,JL Hunter,0,bowled,Aliya Riaz,2014-09-03,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,0,5.0
16076,Aliya Riaz,20.0,16.0,1.0,1.0,125.0,Salma Khatun,['Nigar Sultana'],caught,Aliya Riaz,2015-10-01,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,0,27.0
16077,Aliya Riaz,16.0,32.0,0.0,1.0,50.0,HK Matthews,['SACA King'],caught,Aliya Riaz,2015-10-29,Pakistan,West Indies,"National Cricket Stadium, St George's",Pakistan,0,0,0,22.0
16078,Aliya Riaz,2.0,5.0,0.0,0.0,40.0,A Mohammed,['SACA King'],caught,Aliya Riaz,2016-03-16,West Indies,West Indies,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,0,6.0
16079,Aliya Riaz,28.0,22.0,4.0,0.0,127.27272727272728,notOut,notOut,notOut,notOut,2016-11-21,Pakistan,New Zealand,Saxton Oval,Pakistan,0,0,0,36.0
16080,Anam Amin,0.0,1.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2016-03-27,Pakistan,England,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,1,2.0
16081,Anam Amin,0.0,4.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2016-07-05,Pakistan,England,The Rose Bowl,Pakistan,0,0,1,2.0
16082,Anwar Ali,10.0,7.0,1.0,0.0,142.85714285714286,notOut,notOut,notOut,notOut,2013-08-23,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,0,15.0
16083,Anwar Ali,5.0,11.0,0.0,0.0,45.45454545454545,CJ Boyce,['KW Richardson'],caught,Anwar Ali,2014-10-05,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,0,0,0,9.0
16084,Anwar Ali,2.0,4.0,0.0,0.0,50.0,KD Mills,['KS Williamson'],caught,Anwar Ali,2014-12-05,Pakistan,New Zealand,Dubai International Cricket Stadium,Pakistan,0,0,0,6.0
16085,Anwar Ali,2.0,3.0,0.0,0.0,66.66666666666666,SC Williams,0,bowled,Anwar Ali,2015-05-24,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,0,0,0,6.0
16086,Anwar Ali,0.0,1.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2015-07-30,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,1,2.0
16087,Anwar Ali,46.0,17.0,3.0,4.0,270.5882352941177,SL Malinga,['MDKJ Perera'],caught,Anwar Ali,2015-08-01,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,0,61.0
16088,Anwar Ali,20.0,14.0,0.0,2.0,142.85714285714286,LE Plunkett,['EJG Morgan'],caught,Anwar Ali,2015-11-26,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,0,28.0
16089,Anwar Ali,3.0,4.0,0.0,0.0,75.0,notOut,notOut,notOut,notOut,2015-11-27,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,0,7.0
16090,Anwar Ali,8.0,7.0,1.0,0.0,114.28571428571428,AF Milne,['L Ronchi'],caught,Anwar Ali,2016-01-22,Pakistan,New Zealand,Westpac Stadium,Pakistan,0,0,0,13.0
16091,Anwar Ali,13.0,9.0,1.0,0.0,144.44444444444446,Al-Amin Hossain,['Sabbir Rahman'],caught,Anwar Ali,2016-03-02,Pakistan,Bangladesh,Shere Bangla National Stadium,Pakistan,0,0,0,18.0
16092,Asad Shafiq,6.0,11.0,0.0,0.0,54.54545454545454,NL McCullum,0,bowled,Asad Shafiq,2010-12-28,Pakistan,New Zealand,Seddon Park,Pakistan,0,0,0,10.0
16093,Asad Shafiq,8.0,15.0,0.0,0.0,53.33333333333334,NL McCullum,['KD Mills'],caught,Asad Shafiq,2010-12-30,Pakistan,Pakistan,AMI Stadium,Pakistan,0,0,0,12.0
16094,Asad Shafiq,25.0,17.0,3.0,1.0,147.05882352941177,D Bishoo,['DP Hyatt'],caught,Asad Shafiq,2011-04-21,Pakistan,West Indies,"Beausejour Stadium, Gros Islet",Pakistan,0,0,0,34.0
16095,Asad Shafiq,38.0,27.0,6.0,1.0,140.7407407407407,RW Price,"['CK Coventry', 'T Taibu']",run out,Asad Shafiq,2011-09-16,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,0,50.0
16096,Asad Shafiq,9.0,10.0,1.0,0.0,90.0,CJ Chibhabha,['E Chigumbura'],caught,Asad Shafiq,2011-09-18,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,0,14.0
16097,Asad Shafiq,33.0,33.0,3.0,0.0,100.0,SL Malinga,0,bowled,Asad Shafiq,2011-11-25,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,0,0,0,40.0
16098,Asad Shafiq,19.0,22.0,1.0,0.0,86.36363636363636,Nasir Hossain,['Abdur Razzak'],caught,Asad Shafiq,2011-11-29,Pakistan,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,0,24.0
16099,Asad Shafiq,19.0,17.0,2.0,0.0,111.76470588235294,notOut,notOut,notOut,notOut,2012-02-23,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,0,25.0
16100,Asad Shafiq,1.0,6.0,0.0,0.0,16.666666666666664,JW Dernbach,0,caught and bowled,Asad Shafiq,2012-02-25,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,0,5.0
16101,Asad Shafiq,34.0,32.0,3.0,0.0,106.25,SR Patel,"['JC Buttler', 'C Kieswetter']",run out,Asad Shafiq,2012-02-27,Pakistan,England,Sheikh Zayed Stadium,Pakistan,0,0,0,41.0
